"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AJ1","GF1","MW1","EQD"
"02869099999","1911-04-11T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","290,1,N,0062,1","99999,9,9,N","000000,1,N,9","-0022,1","+9999,9","09658,1",,,,
"02869099999","1911-04-11T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","320,1,N,0021,1","99999,9,9,N","000000,1,N,9","-0050,1","+9999,9","09652,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-12T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","320,1,N,0021,1","99999,9,9,N","000000,1,N,9","-0094,1","+9999,9","09640,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-12T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","360,1,N,0021,1","99999,9,9,N","000000,1,N,9","-0044,1","+9999,9","09658,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-12T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0056,1","+9999,9","09691,1",,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-13T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","320,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0056,1","+9999,9","09738,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-13T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","340,1,N,0062,1","99999,9,9,N","000000,1,N,9","-0028,1","+9999,9","09752,1",,"03,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-13T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","320,1,N,0021,1","99999,9,9,N","000000,1,N,9","-0067,1","+9999,9","09770,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-14T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","200,1,N,0082,1","99999,9,9,N","000000,1,N,9","-0050,1","+9999,9","09692,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-14T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","200,1,N,0098,1","99999,9,9,N","000000,1,N,9","-0017,1","+9999,9","09640,1",,,"72,1",
"02869099999","1911-04-14T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","200,1,N,0082,1","99999,9,9,N","000000,1,N,9","+0006,1","+9999,9","09642,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","72,1",
"02869099999","1911-04-15T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0041,1","99999,9,9,N","000000,1,N,9","+0006,1","+9999,9","09642,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-15T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","180,1,N,0062,1","99999,9,9,N","000000,1,N,9","+0017,1","+9999,9","09638,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-15T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","140,1,N,0062,1","99999,9,9,N","000000,1,N,9","+0006,1","+9999,9","09635,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-16T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","110,1,N,0062,1","99999,9,9,N","000000,1,N,9","+0000,1","+9999,9","09606,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-16T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","180,1,N,0062,1","99999,9,9,N","000000,1,N,9","+0017,1","+9999,9","09602,1",,,,
"02869099999","1911-04-16T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","180,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0006,1","+9999,9","09586,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-17T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","+0000,1","+9999,9","09560,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","72,1",
"02869099999","1911-04-17T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","+0017,1","+9999,9","09599,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-17T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","140,1,N,0082,1","99999,9,9,N","000000,1,N,9","-0028,1","+9999,9","09619,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-18T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","140,1,N,0062,1","99999,9,9,N","000000,1,N,9","-0028,1","+9999,9","09658,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-18T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0319,1","99999,9,9,N","000000,1,N,9","+0006,1","+9999,9","09712,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-18T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","270,1,N,0098,1","99999,9,9,N","000000,1,N,9","-0028,1","+9999,9","09746,1",,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-19T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","290,1,N,0139,1","99999,9,9,N","000000,1,N,9","+0017,1","+9999,9","09776,1",,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-19T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","320,1,N,0159,1","99999,9,9,N","000000,1,N,9","+0022,1","+9999,9","09819,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-19T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","320,1,N,0021,1","99999,9,9,N","000000,1,N,9","-0022,1","+9999,9","09876,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-20T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0082,1","99999,9,9,N","000000,1,N,9","-0033,1","+9999,9","09952,1",,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-20T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0062,1","99999,9,9,N","000000,1,N,9","+0044,1","+9999,9","09983,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-20T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0011,1","+9999,9","09986,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-21T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","180,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0033,1","+9999,9","09958,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-21T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","180,1,N,0041,1","99999,9,9,N","000000,1,N,9","+0078,1","+9999,9","09923,1",,"03,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-21T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","140,1,N,0041,1","99999,9,9,N","000000,1,N,9","+0044,1","+9999,9","09846,1",,"03,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-22T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","180,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0011,1","+9999,9","09722,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","72,1",
"02869099999","1911-04-22T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0041,1","99999,9,9,N","000000,1,N,9","+0017,1","+9999,9","09722,1",,,,
"02869099999","1911-04-22T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0062,1","99999,9,9,N","000000,1,N,9","+0017,1","+9999,9","09711,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-23T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","+0011,1","+9999,9","09644,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","72,1",
"02869099999","1911-04-23T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0062,1","99999,9,9,N","000000,1,N,9","+0028,1","+9999,9","09636,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-23T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0011,1","+9999,9","09643,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-24T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0041,1","99999,9,9,N","000000,1,N,9","+0028,1","+9999,9","09603,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-24T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0062,1","99999,9,9,N","000000,1,N,9","+0050,1","+9999,9","09602,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-24T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","+0017,1","+9999,9","09624,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-25T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","050,1,N,0062,1","99999,9,9,N","000000,1,N,9","-0050,1","+9999,9","09655,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-25T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","050,1,N,0062,1","99999,9,9,N","000000,1,N,9","-0050,1","+9999,9","09712,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-25T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","050,1,N,0082,1","99999,9,9,N","000000,1,N,9","-0078,1","+9999,9","09748,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-26T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","050,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0072,1","+9999,9","09812,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-26T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0056,1","+9999,9","09852,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-27T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0050,1","+9999,9","09871,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-27T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","090,1,N,0021,1","99999,9,9,N","000000,1,N,9","-0022,1","+9999,9","09864,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-27T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","090,1,N,0098,1","99999,9,9,N","000000,1,N,9","-0056,1","+9999,9","09858,1",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-28T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","090,1,N,0278,1","99999,9,9,N","000000,1,N,9","-0056,1","+9999,9","09780,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","72,1",
"02869099999","1911-04-28T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","090,1,N,0139,1","99999,9,9,N","000000,1,N,9","-0044,1","+9999,9","09762,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-28T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","090,1,N,0062,1","99999,9,9,N","000000,1,N,9","-0017,1","+9999,9","09756,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-29T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","110,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0011,1","+9999,9","09736,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-29T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","180,1,N,0041,1","99999,9,9,N","000000,1,N,9","+0050,1","+9999,9","09707,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-29T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","050,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0028,1","+9999,9","09695,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","64,1",
"02869099999","1911-04-30T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","180,1,N,0041,1","99999,9,9,N","000000,1,N,9","+0022,1","+9999,9","09675,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-30T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","180,1,N,0062,1","99999,9,9,N","000000,1,N,9","+0033,1","+9999,9","09686,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-04-30T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","180,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0011,1","+9999,9","09692,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-01T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","+0028,1","+9999,9","09734,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-01T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","180,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0028,1","+9999,9","09774,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","62,1",
"02869099999","1911-05-01T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","+0017,1","+9999,9","09810,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-02T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0011,1","+9999,9","09852,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-02T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","090,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0033,1","+9999,9","09916,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-02T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","+0000,1","+9999,9","09935,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-03T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","090,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0022,1","+9999,9","09932,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-03T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","090,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0078,1","+9999,9","09931,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-03T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","090,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0028,1","+9999,9","09938,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-04T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","+0022,1","+9999,9","09947,1",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-04T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","+0067,1","+9999,9","09954,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-04T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","+0028,1","+9999,9","09952,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-05T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","140,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0044,1","+9999,9","09947,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-05T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","140,1,N,0041,1","99999,9,9,N","000000,1,N,9","+0100,1","+9999,9","09923,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-05T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","140,1,N,0041,1","99999,9,9,N","000000,1,N,9","+0050,1","+9999,9","09915,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-06T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","140,1,N,0041,1","99999,9,9,N","000000,1,N,9","+0039,1","+9999,9","09880,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-06T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","270,1,N,0041,1","99999,9,9,N","000000,1,N,9","+0022,1","+9999,9","09919,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-07T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","180,1,N,0062,1","99999,9,9,N","000000,1,N,9","+0089,1","+9999,9","09915,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-07T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0028,1","+9999,9","09874,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-08T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0062,1","99999,9,9,N","000000,1,N,9","+0056,1","+9999,9","09860,1","0000,9,1,999999,9,9","00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-08T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0082,1","99999,9,9,N","000000,1,N,9","+0078,1","+9999,9","09878,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-08T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","+0044,1","+9999,9","09856,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-09T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0062,1","99999,9,9,N","000000,1,N,9","+0072,1","+9999,9","09868,1","0000,9,1,999999,9,9","00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-09T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0062,1","99999,9,9,N","000000,1,N,9","+0117,1","+9999,9","09880,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-09T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0062,1","99999,9,9,N","000000,1,N,9","+0056,1","+9999,9","09870,1",,"03,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-10T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0082,1","99999,9,9,N","000000,1,N,9","+0056,1","+9999,9","09874,1","0000,9,1,999999,9,9","00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-10T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","270,1,N,0098,1","99999,9,9,N","000000,1,N,9","+0089,1","+9999,9","09907,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-10T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","290,1,N,0041,1","99999,9,9,N","000000,1,N,9","+0039,1","+9999,9","09916,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-11T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","320,1,N,0041,1","99999,9,9,N","000000,1,N,9","+0022,1","+9999,9","09963,1","0000,9,1,999999,9,9","00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-11T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","270,1,N,0041,1","99999,9,9,N","000000,1,N,9","+0078,1","+9999,9","09950,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-11T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","+0028,1","+9999,9","09906,1",,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-12T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","320,1,N,0062,1","99999,9,9,N","000000,1,N,9","+0044,1","+9999,9","09876,1","0000,9,1,999999,9,9","00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-12T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","320,1,N,0082,1","99999,9,9,N","000000,1,N,9","+0050,1","+9999,9","09868,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-12T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","070,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0017,1","+9999,9","09863,1",,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-13T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","360,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0022,1","+9999,9","09878,1","0000,9,1,999999,9,9","02,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-13T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","360,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0028,1","+9999,9","09882,1",,"03,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-13T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","360,1,N,0062,1","99999,9,9,N","000000,1,N,9","+0000,1","+9999,9","09875,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-14T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","320,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0028,1","+9999,9","09851,1","0000,9,1,999999,9,9","03,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-14T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","230,1,N,0021,1","99999,9,9,N","000000,1,N,9","+0022,1","+9999,9","09816,1",,,,
"02869099999","1911-05-14T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","+0000,1","+9999,9","09779,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-15T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","360,1,N,0082,1","99999,9,9,N","000000,1,N,9","+0006,1","+9999,9","09794,1","0000,9,1,999999,9,9","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-15T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","360,1,N,0118,1","99999,9,9,N","000000,1,N,9","+0006,1","+9999,9","09800,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-15T20:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","360,1,N,0082,1","99999,9,9,N","000000,1,N,9","-0022,1","+9999,9","09792,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-16T06:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","020,1,N,0118,1","99999,9,9,N","000000,1,N,9","-0039,1","+9999,9","09835,1","0000,9,1,999999,9,9","06,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02869099999","1911-05-16T13:00:00","4","65.987575","29.239381","263.95","KUUSAMO, FI","FM-12","99999","V020","020,1,N,0082,1","99999,9,9,N","000000,1,N,9","-0006,1","+9999,9","09860,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",,
