"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","GF1","MW1"
"02875099999","1908-01-01T06:00:00","4","64.930061","25.354564","14.32","OULU, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0267,1","+9999,9","10267,1","00,99,1,99,9,99,9,99999,9,99,9,99,9",
"02875099999","1908-01-01T13:00:00","4","64.930061","25.354564","14.32","OULU, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0189,1","+9999,9","10248,1","00,99,1,99,9,99,9,99999,9,99,9,99,9",
"02875099999","1908-01-01T20:00:00","4","64.930061","25.354564","14.32","OULU, FI","FM-12","99999","V020","180,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0122,1","+9999,9","10171,1","04,99,1,99,9,99,9,99999,9,99,9,99,9",
"02875099999","1908-01-02T06:00:00","4","64.930061","25.354564","14.32","OULU, FI","FM-12","99999","V020","360,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0133,1","+9999,9","10111,1","00,99,1,99,9,99,9,99999,9,99,9,99,9",
"02875099999","1908-01-02T13:00:00","4","64.930061","25.354564","14.32","OULU, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0194,1","+9999,9","10160,1","00,99,1,99,9,99,9,99999,9,99,9,99,9",
"02875099999","1908-01-02T20:00:00","4","64.930061","25.354564","14.32","OULU, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0206,1","+9999,9","10152,1","00,99,1,99,9,99,9,99999,9,99,9,99,9",
"02875099999","1908-01-03T06:00:00","4","64.930061","25.354564","14.32","OULU, FI","FM-12","99999","V020","180,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0144,1","+9999,9","10027,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","72,1"
"02875099999","1908-01-03T13:00:00","4","64.930061","25.354564","14.32","OULU, FI","FM-12","99999","V020","180,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0117,1","+9999,9","09932,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02875099999","1908-01-03T20:00:00","4","64.930061","25.354564","14.32","OULU, FI","FM-12","99999","V020","360,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0128,1","+9999,9","09942,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02875099999","1908-01-04T06:00:00","4","64.930061","25.354564","14.32","OULU, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0200,1","+9999,9","10047,1","00,99,1,99,9,99,9,99999,9,99,9,99,9",
"02875099999","1908-01-04T13:00:00","4","64.930061","25.354564","14.32","OULU, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0211,1","+9999,9","10083,1","04,99,1,99,9,99,9,99999,9,99,9,99,9",
"02875099999","1908-01-04T20:00:00","4","64.930061","25.354564","14.32","OULU, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0250,1","+9999,9","10120,1","00,99,1,99,9,99,9,99999,9,99,9,99,9",
