"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","GF1","MW1"
"02907099999","1901-01-01T06:00:00","4","64.3333333","23.45","5.0","KALAJOKI ULKOKALLA, FI","FM-12","99999","V020","270,1,N,0159,1","99999,9,9,N","000000,1,N,9","-0078,1","+9999,9","10200,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02907099999","1901-01-01T13:00:00","4","64.3333333","23.45","5.0","KALAJOKI ULKOKALLA, FI","FM-12","99999","V020","290,1,N,0082,1","99999,9,9,N","000000,1,N,9","-0072,1","+9999,9","10200,1","04,99,1,99,9,99,9,99999,9,99,9,99,9",
"02907099999","1901-01-01T20:00:00","4","64.3333333","23.45","5.0","KALAJOKI ULKOKALLA, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0094,1","+9999,9","10200,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02907099999","1901-01-02T06:00:00","4","64.3333333","23.45","5.0","KALAJOKI ULKOKALLA, FI","FM-12","99999","V020","180,1,N,0082,1","99999,9,9,N","000000,1,N,9","-0061,1","+9999,9","10183,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02907099999","1901-01-02T13:00:00","4","64.3333333","23.45","5.0","KALAJOKI ULKOKALLA, FI","FM-12","99999","V020","180,1,N,0098,1","99999,9,9,N","000000,1,N,9","-0056,1","+9999,9","10176,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02907099999","1901-01-02T20:00:00","4","64.3333333","23.45","5.0","KALAJOKI ULKOKALLA, FI","FM-12","99999","V020","180,1,N,0098,1","99999,9,9,N","000000,1,N,9","-0028,1","+9999,9","10175,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02907099999","1901-01-03T06:00:00","4","64.3333333","23.45","5.0","KALAJOKI ULKOKALLA, FI","FM-12","99999","V020","200,1,N,0098,1","99999,9,9,N","000000,1,N,9","-0067,1","+9999,9","10170,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",
"02907099999","1901-01-03T13:00:00","4","64.3333333","23.45","5.0","KALAJOKI ULKOKALLA, FI","FM-12","99999","V020","230,1,N,0118,1","99999,9,9,N","000000,1,N,9","-0033,1","+9999,9","10174,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02907099999","1901-01-03T20:00:00","4","64.3333333","23.45","5.0","KALAJOKI ULKOKALLA, FI","FM-12","99999","V020","230,1,N,0118,1","99999,9,9,N","000000,1,N,9","-0028,1","+9999,9","10174,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02907099999","1901-01-04T06:00:00","4","64.3333333","23.45","5.0","KALAJOKI ULKOKALLA, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0033,1","+9999,9","10231,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02907099999","1901-01-04T13:00:00","4","64.3333333","23.45","5.0","KALAJOKI ULKOKALLA, FI","FM-12","99999","V020","230,1,N,0082,1","99999,9,9,N","000000,1,N,9","-0044,1","+9999,9","10226,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
