"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","GF1","MW1","EQD"
"02960099999","1902-01-30T20:00:00","4","61.183","22.617","51.0","RAIJALA, FI","FM-12","99999","V020","320,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0156,1","+9999,9","10275,1","00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02960099999","1902-01-31T06:00:00","4","61.183","22.617","51.0","RAIJALA, FI","FM-12","99999","V020","290,1,N,0021,1","99999,9,9,N","000000,1,N,9","-0178,1","+9999,9","10326,1","00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02960099999","1902-01-31T13:00:00","4","61.183","22.617","51.0","RAIJALA, FI","FM-12","99999","V020","290,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0139,1","+9999,9","10372,1","00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02960099999","1902-01-31T20:00:00","4","61.183","22.617","51.0","RAIJALA, FI","FM-12","99999","V020","110,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0228,1","+9999,9","10402,1","00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02960099999","1902-02-01T06:00:00","4","61.183","22.617","51.0","RAIJALA, FI","FM-12","99999","V020","180,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0078,1","+9999,9","10362,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02960099999","1902-02-01T13:00:00","4","61.183","22.617","51.0","RAIJALA, FI","FM-12","99999","V020","230,1,N,0051,1","99999,9,9,N","000000,1,N,9","-0011,1","+9999,9","10332,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02960099999","1902-02-01T20:00:00","4","61.183","22.617","51.0","RAIJALA, FI","FM-12","99999","V020","230,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0017,1","+9999,9","10307,1","01,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02960099999","1902-02-02T06:00:00","4","61.183","22.617","51.0","RAIJALA, FI","FM-12","99999","V020","270,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0028,1","+9999,9","10262,1","02,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02960099999","1902-02-02T13:00:00","4","61.183","22.617","51.0","RAIJALA, FI","FM-12","99999","V020","250,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0011,1","+9999,9","10227,1","05,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02960099999","1902-02-02T20:00:00","4","61.183","22.617","51.0","RAIJALA, FI","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0089,1","+9999,9","10178,1","01,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02960099999","1902-02-03T06:00:00","4","61.183","22.617","51.0","RAIJALA, FI","FM-12","99999","V020","340,1,N,0051,1","99999,9,9,N","000000,1,N,9","-0011,1","+9999,9","10084,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02960099999","1902-02-03T13:00:00","4","61.183","22.617","51.0","RAIJALA, FI","FM-12","99999","V020","340,1,N,0051,1","99999,9,9,N","000000,1,N,9","-0050,1","+9999,9","10108,1","01,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02960099999","1902-02-03T20:00:00","4","61.183","22.617","51.0","RAIJALA, FI","FM-12","99999","V020","270,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0122,1","+9999,9","10096,1","00,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02960099999","1902-02-04T06:00:00","4","61.183","22.617","51.0","RAIJALA, FI","FM-12","99999","V020","090,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0133,1","+9999,9","10022,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02960099999","1902-02-04T13:00:00","4","61.183","22.617","51.0","RAIJALA, FI","FM-12","99999","V020","090,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0133,1","+9999,9","10018,1","01,99,1,99,9,99,9,99999,9,99,9,99,9",,
"02960099999","1902-02-04T20:00:00","4","61.183","22.617","51.0","RAIJALA, FI","FM-12","99999","V020","320,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0194,1","+9999,9","10040,1","00,99,1,99,9,99,9,99999,9,99,9,99,9",,
