"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AJ1","GF1","MW1"
"02917099999","1912-01-12T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","160,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0067,1","+9999,9","10207,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-12T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","180,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0067,1","+9999,9","10223,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-12T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","230,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0033,1","+9999,9","10243,1",,"02,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-13T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","230,1,N,0051,1","99999,9,9,N","000000,1,N,9","-0028,1","+9999,9","10288,1",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-13T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","230,1,N,0051,1","99999,9,9,N","000000,1,N,9","-0017,1","+9999,9","10346,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-13T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","230,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0039,1","+9999,9","10387,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-14T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0089,1","+9999,9","10415,1",,"06,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-14T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0106,1","+9999,9","10428,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-14T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0111,1","+9999,9","10419,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-15T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0139,1","+9999,9","10344,1",,"02,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-15T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0100,1","+9999,9","10319,1",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-15T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","230,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0100,1","+9999,9","10320,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","70,1"
"02917099999","1912-01-16T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0111,1","+9999,9","10346,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-16T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0094,1","+9999,9","10364,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","72,1"
"02917099999","1912-01-16T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0089,1","+9999,9","10378,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","72,1"
"02917099999","1912-01-17T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0100,1","+9999,9","10370,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","70,1"
"02917099999","1912-01-17T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0078,1","+9999,9","10356,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-17T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","360,1,N,0021,1","99999,9,9,N","000000,1,N,9","-0056,1","+9999,9","10346,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-18T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0078,1","+9999,9","10359,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-18T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0078,1","+9999,9","10378,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-18T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0078,1","+9999,9","10372,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-19T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0067,1","+9999,9","10346,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-19T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0061,1","+9999,9","10306,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-19T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","230,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0067,1","+9999,9","10247,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-20T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","230,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0056,1","+9999,9","10139,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-20T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","200,1,N,0021,1","99999,9,9,N","000000,1,N,9","-0039,1","+9999,9","10082,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-20T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","270,1,N,0021,1","99999,9,9,N","000000,1,N,9","-0033,1","+9999,9","10050,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-21T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0100,1","+9999,9","10034,1",,"03,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-21T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0072,1","+9999,9","10036,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9","70,1"
"02917099999","1912-01-21T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0072,1","+9999,9","10028,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-22T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0083,1","+9999,9","10023,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-22T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0061,1","+9999,9","10022,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-22T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","230,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0056,1","+9999,9","09987,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-23T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","230,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0072,1","+9999,9","09920,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-23T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","230,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0072,1","+9999,9","09871,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-23T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","320,1,N,0021,1","99999,9,9,N","000000,1,N,9","-0044,1","+9999,9","09835,1",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-24T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0106,1","+9999,9","09914,1",,"03,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-24T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0122,1","+9999,9","09951,1",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-24T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","999,1,C,0000,1","99999,9,9,N","000000,1,N,9","-0161,1","+9999,9","09919,1",,"02,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-25T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","230,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0039,1","+9999,9","09768,1",,"07,99,1,99,9,99,9,99999,9,99,9,99,9","74,1"
"02917099999","1912-01-25T13:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","020,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0133,1","+9999,9","09836,1",,"01,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-25T20:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","360,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0200,1","+9999,9","09914,1",,"00,99,1,99,9,99,9,99999,9,99,9,99,9",
"02917099999","1912-01-26T06:00:00","4","63.00715","27.797756","98.45","KUOPIO, FI","FM-12","99999","V020","320,1,N,0021,1","99999,9,9,N","000000,1,N,9","-0211,1","+9999,9","09974,1",,"02,99,1,99,9,99,9,99999,9,99,9,99,9",
