"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","GF1","MW1"
"02981099999","1905-01-13T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","050,1,N,0221,1","99999,9,9,N","000000,1,N,9","-0078,1","+9999,9","10142,1","00,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-14T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","360,1,N,0139,1","99999,9,9,N","000000,1,N,9","-0072,1","+9999,9","10319,1","00,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-14T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","270,1,N,0072,1","99999,9,9,N","000000,1,N,9","-0050,1","+9999,9","10347,1","04,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-14T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","250,1,N,0072,1","99999,9,9,N","000000,1,N,9","-0028,1","+9999,9","10366,1","01,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-15T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0108,1","99999,9,9,N","000000,1,N,9","-0017,1","+9999,9","10344,1","02,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-15T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0190,1","99999,9,9,N","000000,1,N,9","+0000,1","+9999,9","10355,1","01,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-15T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0190,1","99999,9,9,N","000000,1,N,9","-0006,1","+9999,9","10355,1","01,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-16T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","200,1,N,0062,1","99999,9,9,N","000000,1,N,9","-0011,1","+9999,9","10362,1","02,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-16T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","200,1,N,0062,1","99999,9,9,N","000000,1,N,9","-0011,1","+9999,9","10355,1","01,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-16T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","180,1,N,0051,1","99999,9,9,N","000000,1,N,9","-0017,1","+9999,9","10336,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-17T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","140,1,N,0072,1","99999,9,9,N","000000,1,N,9","-0006,1","+9999,9","10306,1","01,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-17T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","160,1,N,0098,1","99999,9,9,N","000000,1,N,9","+0006,1","+9999,9","10299,1","00,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-17T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","200,1,N,0098,1","99999,9,9,N","000000,1,N,9","+0000,1","+9999,9","10294,1","00,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-18T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","110,1,N,0129,1","99999,9,9,N","000000,1,N,9","+0000,1","+9999,9","10244,1","05,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-18T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","140,1,N,0072,1","99999,9,9,N","000000,1,N,9","-0028,1","+9999,9","10252,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-18T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","140,1,N,0082,1","99999,9,9,N","000000,1,N,9","-0028,1","+9999,9","10271,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-19T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","140,1,N,0051,1","99999,9,9,N","000000,1,N,9","-0028,1","+9999,9","10315,1","04,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-19T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","140,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0017,1","+9999,9","10344,1","02,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-19T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","140,1,N,0051,1","99999,9,9,N","000000,1,N,9","-0006,1","+9999,9","10352,1","00,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-20T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","160,1,N,0051,1","99999,9,9,N","000000,1,N,9","+0000,1","+9999,9","10374,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-20T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","140,1,N,0041,1","99999,9,9,N","000000,1,N,9","+0000,1","+9999,9","10395,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-20T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","140,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0022,1","+9999,9","10403,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-21T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","140,1,N,0031,1","99999,9,9,N","000000,1,N,9","-0022,1","+9999,9","10382,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-21T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","160,1,N,0021,1","99999,9,9,N","000000,1,N,9","-0017,1","+9999,9","10392,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-21T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","180,1,N,0010,1","99999,9,9,N","000000,1,N,9","-0017,1","+9999,9","10382,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-22T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0022,1","+9999,9","10347,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-22T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0118,1","99999,9,9,N","000000,1,N,9","-0017,1","+9999,9","10312,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-22T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0098,1","99999,9,9,N","000000,1,N,9","-0017,1","+9999,9","10296,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-23T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0108,1","99999,9,9,N","000000,1,N,9","-0006,1","+9999,9","10252,1","01,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-23T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0139,1","99999,9,9,N","000000,1,N,9","+0000,1","+9999,9","10226,1","02,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-23T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0139,1","99999,9,9,N","000000,1,N,9","-0011,1","+9999,9","10192,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-24T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0139,1","99999,9,9,N","000000,1,N,9","+0006,1","+9999,9","10123,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-24T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0139,1","99999,9,9,N","000000,1,N,9","+0011,1","+9999,9","10130,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-24T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0180,1","99999,9,9,N","000000,1,N,9","+0022,1","+9999,9","10115,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","60,1"
"02981099999","1905-01-25T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0118,1","99999,9,9,N","000000,1,N,9","+0011,1","+9999,9","10070,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","72,1"
"02981099999","1905-01-25T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0118,1","99999,9,9,N","000000,1,N,9","+0011,1","+9999,9","10022,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-25T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","270,1,N,0031,1","99999,9,9,N","000000,1,N,9","+0006,1","+9999,9","10002,1","06,99,1,99,9,99,9,99999,9,99,9,99,9","72,1"
"02981099999","1905-01-26T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","360,1,N,0159,1","99999,9,9,N","000000,1,N,9","-0017,1","+9999,9","10080,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-26T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","360,1,N,0221,1","99999,9,9,N","000000,1,N,9","-0017,1","+9999,9","10140,1","05,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-26T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","360,1,N,0242,1","99999,9,9,N","000000,1,N,9","-0050,1","+9999,9","10203,1","06,99,1,99,9,99,9,99999,9,99,9,99,9","74,1"
"02981099999","1905-01-27T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","360,1,N,0159,1","99999,9,9,N","000000,1,N,9","-0044,1","+9999,9","10262,1","04,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-27T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","360,1,N,0062,1","99999,9,9,N","000000,1,N,9","-0044,1","+9999,9","10268,1","04,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-27T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","270,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0039,1","+9999,9","10259,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-28T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0098,1","99999,9,9,N","000000,1,N,9","-0006,1","+9999,9","10212,1","07,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-28T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0252,1","99999,9,9,N","000000,1,N,9","+0011,1","+9999,9","10115,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-28T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0190,1","99999,9,9,N","000000,1,N,9","+0017,1","+9999,9","99999,9","08,99,1,99,9,99,9,99999,9,99,9,99,9","60,1"
"02981099999","1905-01-29T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","320,1,N,0118,1","99999,9,9,N","000000,1,N,9","+0028,1","+9999,9","09963,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-29T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","320,1,N,0231,1","99999,9,9,N","000000,1,N,9","+0011,1","+9999,9","10012,1","02,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-29T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","320,1,N,0108,1","99999,9,9,N","000000,1,N,9","+0006,1","+9999,9","10075,1","01,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-30T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0129,1","99999,9,9,N","000000,1,N,9","+0006,1","+9999,9","09914,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-30T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","320,1,N,0180,1","99999,9,9,N","000000,1,N,9","+0044,1","+9999,9","09823,1","04,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-30T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","320,1,N,0180,1","99999,9,9,N","000000,1,N,9","+0000,1","+9999,9","09946,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-31T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","160,1,N,0149,1","99999,9,9,N","000000,1,N,9","-0011,1","+9999,9","09779,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","72,1"
"02981099999","1905-01-31T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0211,1","99999,9,9,N","000000,1,N,9","+0017,1","+9999,9","09652,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-01-31T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","320,1,N,0288,1","99999,9,9,N","000000,1,N,9","-0033,1","+9999,9","09686,1","08,99,1,99,9,99,9,99999,9,99,9,99,9","72,1"
"02981099999","1905-02-01T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","320,1,N,0201,1","99999,9,9,N","000000,1,N,9","-0050,1","+9999,9","09846,1","08,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-02-01T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","320,1,N,0170,1","99999,9,9,N","000000,1,N,9","-0050,1","+9999,9","09898,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-02-01T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","320,1,N,0087,1","99999,9,9,N","000000,1,N,9","-0044,1","+9999,9","09923,1","01,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-02-02T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","230,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0039,1","+9999,9","09880,1","02,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-02-02T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","140,1,N,0098,1","99999,9,9,N","000000,1,N,9","-0022,1","+9999,9","09836,1","05,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-02-02T20:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","140,1,N,0108,1","99999,9,9,N","000000,1,N,9","-0033,1","+9999,9","09839,1","02,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-02-03T06:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","050,1,N,0087,1","99999,9,9,N","000000,1,N,9","-0050,1","+9999,9","09923,1","06,99,1,99,9,99,9,99999,9,99,9,99,9",
"02981099999","1905-02-03T13:00:00","4","59.7833333","21.3666666","6.8","PARAINEN UTO, FI","FM-12","99999","V020","360,1,N,0041,1","99999,9,9,N","000000,1,N,9","-0044,1","+9999,9","09970,1","02,99,1,99,9,99,9,99999,9,99,9,99,9",
